Wall time,Step,Value
1695287103.457599,228,1044.015869140625
1695287105.5041559,457,1015.5137939453125
1695287107.5575933,686,991.7728271484375
1695287109.6160257,915,978.3399658203125
1695287111.6485946,1144,966.3147583007812
1695287113.6977012,1373,958.1697998046875
1695287115.78807,1602,950.2843017578125
1695287117.8998983,1831,944.4175415039062
1695287119.9887917,2060,939.3506469726562
1695287122.0846255,2289,934.1177368164062
1695287124.2111666,2518,929.8461303710938
1695287126.2564964,2747,926.7269897460938
1695287128.2968576,2976,923.172119140625
1695287130.3504102,3205,920.9302978515625
1695287132.3881485,3434,918.2203369140625
1695287134.4514682,3663,915.5615844726562
1695287136.519267,3892,913.9227294921875
1695287138.609673,4121,912.006103515625
1695287140.6510904,4350,910.0233154296875
1695287142.664374,4579,908.97509765625
1695287144.696286,4808,907.7235107421875
1695287146.7252417,5037,906.34814453125
1695287148.7330506,5266,905.3091430664062
1695287150.5751143,5495,903.9310913085938
1695287152.45479,5724,903.32421875
1695287154.5580156,5953,902.2328491210938
1695287156.6184778,6182,901.5787963867188
1695287158.5779002,6411,900.8032836914062
1695287160.5744238,6640,900.6837158203125
1695287162.6117778,6869,899.3914794921875
1695287164.539056,7098,899.03173828125
1695287166.5741537,7327,898.4921264648438
1695287168.5422118,7556,897.992919921875
1695287170.6158822,7785,897.7030029296875
1695287172.5806086,8014,897.3109741210938
1695287174.4368243,8243,896.806396484375
1695287176.3214507,8472,896.4498291015625
1695287178.2135544,8701,896.1608276367188
1695287180.219482,8930,895.5089721679688
1695287182.165651,9159,895.3889770507812
1695287184.1766343,9388,895.4373168945312
1695287186.1440418,9617,895.01708984375
1695287188.2232459,9846,894.8258666992188
1695287190.336364,10075,894.4505615234375
1695287192.4030738,10304,894.2012939453125
1695287194.4856486,10533,894.2383422851562
1695287196.6008968,10762,893.7669677734375
1695287198.6211867,10991,893.5543823242188
1695287200.7540295,11220,893.4498291015625
1695287202.776004,11449,893.2072143554688
1695287204.7676957,11678,892.9736328125
1695287206.7656982,11907,893.0809326171875
1695287208.795935,12136,892.6683959960938
1695287210.8466284,12365,892.4707641601562
1695287212.9185007,12594,892.5718994140625
1695287214.9903667,12823,892.4495239257812
1695287217.0076437,13052,892.1486206054688
1695287219.129565,13281,891.9892578125
1695287221.2201521,13510,892.0514526367188
1695287223.3041472,13739,891.847412109375
1695287225.4484851,13968,891.791748046875
1695287227.55032,14197,891.7836303710938
1695287229.6060255,14426,891.731201171875
1695287231.6604097,14655,891.3961181640625
1695287233.7124135,14884,891.6492309570312
1695287235.7609394,15113,891.40576171875
1695287237.8133261,15342,891.28759765625
1695287239.8720667,15571,891.3426513671875
1695287241.921248,15800,891.2743530273438
1695287243.9672391,16029,891.4425048828125
1695287245.9729624,16258,891.0443725585938
1695287247.9757783,16487,891.4459228515625
1695287250.0126848,16716,890.8941040039062
1695287252.1671374,16945,890.823974609375
1695287254.2145777,17174,890.904296875
1695287256.2409568,17403,891.1161499023438
1695287258.2925444,17632,890.7685546875
1695287260.367495,17861,890.7549438476562
1695287262.415556,18090,891.0962524414062
1695287264.4788969,18319,890.7701416015625
1695287266.581666,18548,890.877197265625
1695287268.69868,18777,890.7510375976562
1695287270.7995582,19006,890.9180908203125
1695287272.794601,19235,890.6982421875
1695287274.7787817,19464,890.5618896484375
1695287276.7514262,19693,890.59716796875
1695287278.7747793,19922,890.4655151367188
1695287280.7440825,20151,890.2722778320312
