Wall time,Step,Value
1690392949.9559393,235,1776.1494140625
1690392952.6149626,471,1559.6314697265625
1690392955.29202,707,1522.2857666015625
1690392957.9678195,943,1502.8397216796875
1690392960.8419507,1179,1490.113525390625
1690392963.4450648,1415,1481.1483154296875
1690392966.0648217,1651,1474.1497802734375
1690392968.6561038,1887,1469.02294921875
1690392971.3098526,2123,1463.9556884765625
1690392974.1504447,2359,1460.5087890625
1690392976.7864473,2595,1457.2991943359375
1690392979.4506822,2831,1454.941650390625
1690392982.1212726,3067,1452.7877197265625
1690392984.8122094,3303,1450.8653564453125
1690392987.750138,3539,1448.97509765625
1690392990.5016017,3775,1447.5562744140625
1690392993.2218606,4011,1446.818359375
1690392995.939467,4247,1446.131103515625
1690392998.6489398,4483,1445.3140869140625
1690393001.5125666,4719,1444.398193359375
1690393004.1752532,4955,1443.481689453125
1690393006.8332,5191,1442.866943359375
1690393009.4616742,5427,1442.3974609375
1690393012.0830367,5663,1441.98974609375
1690393014.8814752,5899,1441.3543701171875
1690393017.4843993,6135,1441.3397216796875
1690393020.1130807,6371,1440.94580078125
1690393022.7255456,6607,1440.6744384765625
1690393025.4148045,6843,1440.701416015625
1690393028.2444735,7079,1440.3900146484375
1690393030.9379306,7315,1440.2926025390625
1690393033.5962698,7551,1440.0750732421875
1690393036.2954564,7787,1439.486083984375
1690393038.9445531,8023,1439.723388671875
1690393041.8256865,8259,1439.6405029296875
1690393044.506927,8495,1439.37451171875
1690393047.22396,8731,1439.1234130859375
1690393049.927172,8967,1439.1029052734375
1690393052.6365833,9203,1438.9398193359375
1690393055.5575454,9439,1439.10107421875
1690393058.2860544,9675,1438.92041015625
1690393061.0021703,9911,1439.4312744140625
1690393063.716153,10147,1439.2728271484375
1690393066.4315689,10383,1438.966552734375
1690393069.313386,10619,1439.0504150390625
1690393071.9807763,10855,1438.704833984375
1690393074.6368544,11091,1438.643310546875
1690393077.2743087,11327,1438.628173828125
1690393079.9754581,11563,1438.440185546875
1690393082.8188987,11799,1438.5848388671875
1690393085.4624338,12035,1438.82958984375
1690393088.0760956,12271,1438.794921875
1690393090.7346153,12507,1438.7333984375
1690393093.3313289,12743,1438.852294921875
1690393096.182941,12979,1438.7320556640625
1690393098.8107593,13215,1438.6082763671875
1690393101.4284563,13451,1438.65966796875
1690393104.0370734,13687,1438.734130859375
1690393106.6473475,13923,1438.69091796875
1690393109.4522882,14159,1438.828125
1690393112.0950928,14395,1438.6348876953125
1690393114.7082496,14631,1438.8045654296875
1690393117.3761501,14867,1439.2491455078125
1690393120.023447,15103,1439.396484375
1690393122.8567955,15339,1439.333251953125
1690393125.4879577,15575,1439.0169677734375
1690393128.1663363,15811,1439.128662109375
1690393130.7838724,16047,1439.2066650390625
1690393133.407374,16283,1439.1900634765625
1690393136.209645,16519,1439.32470703125
1690393138.8329005,16755,1439.0994873046875
1690393141.4377158,16991,1439.194580078125
1690393144.1433172,17227,1439.30322265625
1690393146.7619212,17463,1439.4261474609375
1690393149.7339888,17699,1439.38037109375
1690393152.5241168,17935,1439.5865478515625
1690393155.1512768,18171,1439.588623046875
1690393157.7732139,18407,1439.399169921875
1690393160.4103208,18643,1439.617431640625
1690393163.244035,18879,1439.978515625
1690393165.878618,19115,1439.7550048828125
1690393168.4969277,19351,1439.8555908203125
1690393171.1176345,19587,1439.7659912109375
1690393173.728217,19823,1440.266357421875
1690393176.7645419,20059,1439.9212646484375
1690393179.4245155,20295,1439.8642578125
1690393182.0605893,20531,1439.8653564453125
1690393184.6750734,20767,1440.329833984375
1690393187.331272,21003,1440.26123046875
1690393190.1430297,21239,1440.2650146484375
1690393192.7773993,21475,1440.2032470703125
1690393195.364038,21711,1440.6925048828125
1690393197.9735575,21947,1440.4481201171875
1690393200.5683832,22183,1440.5809326171875
1690393203.380312,22419,1440.83984375
1690393206.1595838,22655,1440.7872314453125
1690393208.9836407,22891,1440.8111572265625
1690393211.6842237,23127,1440.7762451171875
1690393214.3639967,23363,1440.94287109375
1690393217.2571955,23599,1441.07373046875
1690393219.9343352,23835,1441.2220458984375
1690393222.5440805,24071,1441.0477294921875
