,sdnormalLeiden NMI0,sdnormalLeiden ARI0,sdnormalKBET0,sdnormalLeiden NMI1,sdnormalLeiden ARI1,sdnormalKBET1,sdnormalLeiden NMI2,sdnormalLeiden ARI2,sdnormalKBET2,sdnormalLeiden NMI3,sdnormalLeiden ARI3,sdnormalKBET3,sdnormalLeiden NMI4,sdnormalLeiden ARI4,sdnormalKBET4
28,0.7057463983789216,0.5955427973887064,0.2970867266824233,0.7236930364066008,0.6125166171274473,0.2913633984063359,0.68070055034791,0.524655450228336,0.31759825508328204,0.7071820478927052,0.5508421543286041,0.2830568382165106,0.7170617347498822,0.547444578164524,0.3013648041513688
29,0.704688689265852,0.5246623810098624,0.294151636373654,0.7230983989519544,0.5754858494439322,0.32809144989653455,0.6856232500682581,0.5051844961261677,0.32043855027189266,0.716160638829761,0.55226039853433,0.30225154712911884,0.7202513012376587,0.5776485651353138,0.3059823537209747
30,0.7224413579016702,0.5655856867007998,0.29854579821915156,0.7219972616346008,0.5823312894652108,0.28950311786780747,0.6795178169327465,0.48828013169895174,0.3161481502612832,0.7197892099522748,0.5821051003091997,0.3022842912634292,0.7000533832284874,0.5224898627368993,0.30407665632694103
31,0.7173030438574506,0.6139318416695649,0.29789960774913976,0.7206844552267812,0.550854453413284,0.28401039716752485,0.6796908546088747,0.48172408646664566,0.31075235889101693,0.7080752317729755,0.5696474702668746,0.3011548047378267,0.7015860169553756,0.5633522221530913,0.29923068924023516
32,0.718778967299724,0.5301806127710693,0.2909236960142689,0.7327751472049243,0.6075002129098722,0.29532419746754895,0.6767767795790605,0.5176553313940224,0.312755107199506,0.7094242162948385,0.515414841290292,0.2970892535692795,0.692767515911774,0.5399899119087005,0.28819452375099414
33,0.7054155624761491,0.5217800592422094,0.2952091432362277,0.7176798137525772,0.5563436186807118,0.2916410399972917,0.7014793462723372,0.4737187410063162,0.312379133065452,0.7083630886453026,0.5597947102407955,0.27338250747075227,0.6967897811673064,0.5560069697535359,0.2923957655923055
34,0.7064613760127569,0.5255336771648897,0.29514144623925226,0.725050713332622,0.541112336058512,0.2973496872046062,0.6982968658409502,0.5809719262596225,0.30199231455147735,0.7169682401719794,0.6021937909652014,0.3060802662169597,0.7010250726663673,0.5196683689332848,0.2952496927752692
35,0.6955771506692482,0.5058298220687418,0.29513902846980705,0.7195792833720459,0.5515825077871437,0.29533086497610156,0.6661173758122989,0.49226854314611296,0.31471185520666745,0.7193545631282648,0.6087170720476335,0.312142753496235,0.7064281369225222,0.5455419597573874,0.30382133224601304
36,0.6953985241073681,0.5255267599255763,0.3024859095815881,0.7164040057982219,0.6109147905683033,0.2976957157276962,0.6685476762580348,0.4680125090840857,0.31016107376037555,0.7116849723622923,0.525335282543212,0.31056374196880265,0.7029596106800391,0.5487107698923642,0.28935902725011786
37,0.693207385583337,0.49891375536808863,0.2929220184531128,0.7126520171732932,0.5828656890101469,0.30728132278443043,0.6736678924859231,0.49440491077621573,0.30907409678835507,0.7188451490388482,0.5381403731167097,0.3023980192573303,0.7110877877485978,0.5589442427282564,0.2959942173757093
38,0.706985576397843,0.5218641850173078,0.29915883659417475,0.7131346200974835,0.5902466724014732,0.2965615421293193,0.669682880626693,0.5448222940759474,0.29939239667687134,0.7046679726033377,0.5613500047994844,0.3009877367669257,0.6988983806877932,0.550306774551525,0.29704958200391723
