,vampLeiden NMI0,vampLeiden ARI0,vampKBET0,vampLeiden NMI1,vampLeiden ARI1,vampKBET1,vampLeiden NMI2,vampLeiden ARI2,vampKBET2,vampLeiden NMI3,vampLeiden ARI3,vampKBET3,vampLeiden NMI4,vampLeiden ARI4,vampKBET4
11,0.7580515113731099,0.6112412855619589,0.35357384561910127,0.7613334693476851,0.5991222343275561,0.3357286793289832,0.7643552062613755,0.6178684705270312,0.3600753086408188,0.7622801520381143,0.6202005667934876,0.3450586414607216,0.7612751266776796,0.6273916342795073,0.38495962969079633
12,0.7646245972377853,0.629572888821939,0.3500003427052589,0.7560642694311824,0.6162113557916508,0.34630194640034817,0.7560804633909503,0.5733431714878542,0.36021528076929954,0.761550340011541,0.6182569727104852,0.3483688518276631,0.7609409635944375,0.5950264527881054,0.35283181368600874
13,0.7507310983772091,0.5575316945668705,0.36218147092496117,0.7588326329709676,0.6078623608716579,0.3546050115411715,0.7559244819801585,0.5920047666124553,0.36019697437966003,0.764167162675809,0.6488371717162503,0.3528757437298195,0.7626636455361009,0.6003865135721657,0.3677991871430761
14,0.7568032343358039,0.6023222085780647,0.3657356077529144,0.7591600404838771,0.6037562593924217,0.35987079164214825,0.7477991262890572,0.5577372962548484,0.3619346492725958,0.7650343639252584,0.5972326600411109,0.35663751284565476,0.7601030675847059,0.6393831467169612,0.35482742009621526
15,0.7493306205145484,0.5865229746539374,0.3754710296345609,0.7585709146925418,0.6078258667330816,0.3544053494561991,0.7544715052609112,0.5957819236026145,0.3568928274667644,0.7622739864576494,0.6034506337562245,0.36378032347728,0.7634298373026331,0.6108256669644407,0.374572992413084
16,0.7583732960025887,0.6104511034738566,0.37193076870530634,0.7561285769606552,0.6166476318801595,0.35407488670073234,0.7538181826324217,0.6045606443516496,0.36620933344120304,0.7661891176924319,0.6002901235234868,0.3617327833415815,0.7500038249547398,0.5630876387815056,0.38275191261772606
17,0.7560615430431775,0.6076099673762068,0.37881244898424576,0.751090421041604,0.5624354134245264,0.3544390065498863,0.7554731647004503,0.5753836651330455,0.3757274963252004,0.760160729275095,0.6017941199674448,0.35166272479732247,0.7651182288925099,0.6323108903175398,0.37549904075397555
18,0.7558288525991009,0.6202180680055878,0.3887278054027275,0.7571529056056933,0.6025226473177185,0.3589870300100335,0.7396863917991917,0.5428299820886283,0.3695857998183779,0.7678892790652483,0.6200172451379178,0.36137605165209175,0.7624945749711655,0.6155249817753631,0.3758667462620392
19,0.7547859800095522,0.6080285736624076,0.370516124428463,0.7559659863705485,0.6180812497768069,0.3603550269152494,0.7393875324035756,0.5431276975883212,0.3812022370730688,0.7552041224811225,0.5994344018439923,0.37708543526462807,0.7631291081473227,0.6281302600944185,0.38666870926669883
20,0.754000091292529,0.6262084529203109,0.3738792394754703,0.7534480491553801,0.6044266624423406,0.36390835102799524,0.7571985223007417,0.5950505326936932,0.38192740222307586,0.7483634919225461,0.5905834144959909,0.3847661046628446,0.7601065917701749,0.6088773477577494,0.3853434715463929
21,0.7545470906033871,0.6232787080998309,0.3730784513083269,0.7426341985651455,0.604728371062678,0.3632835710315174,0.7499261593517932,0.5535502531366414,0.37856146530699836,0.7594045155206975,0.635684175164828,0.3731411021294664,0.7603039759595476,0.6101415240354928,0.37432451135749834
22,0.7542057652513207,0.6136976305508997,0.382807979656685,0.7343752263309659,0.5854316517003078,0.3646471363794581,0.7503565599232088,0.5553560953131488,0.38205827511247586,0.7478296169529279,0.5584148267801226,0.38561791375838705,0.7511829112460903,0.5610336671662961,0.37733752784173147
23,0.7478736688584925,0.6004732903392933,0.37697275706451466,0.7458919319255327,0.5916473786159637,0.36759843407582266,0.747584217919744,0.5566984564228025,0.3745085471859468,0.7517651888654795,0.5877494780621488,0.38211616410270893,0.7392857133868428,0.5878648279007499,0.37899845476593447
24,0.7462890084797381,0.5970474400972872,0.39167784510143205,0.7398024654760955,0.5562569122196481,0.35949342558976594,0.7423812398114875,0.530429348637319,0.38132848629027105,0.7443262622265603,0.5741676561375951,0.3914655309898912,0.746055697273683,0.5861969129677745,0.3779220237576981
25,0.7476679207846436,0.597781522590285,0.3858805775249018,0.7436686816995078,0.6140756191791185,0.36551731420637035,0.7436470649995862,0.5844821582617828,0.3995928874577207,0.7497899845821723,0.6011737220296006,0.39012826645765075,0.7476624244423117,0.5832646085331189,0.3928084001044628
26,0.7432567119717651,0.5886147690908091,0.3781525256212416,0.7310360104862917,0.5199682896621566,0.3579995543434024,0.7526495528982828,0.5797241681756509,0.37624523614201333,0.7442324084703389,0.5684129480230237,0.3910344766881771,0.748570421757624,0.623725357383525,0.38781996224643445
27,0.736158030635555,0.5425779326666487,0.3933737716179299,0.738472740896098,0.5808258748570465,0.36838655357018,0.7472936542252268,0.5850154240797346,0.38790922093643515,0.7321877558817456,0.5799244688219961,0.3912354071555105,0.7429364502478006,0.5637485191691486,0.3913365604890196
28,0.7129890513431999,0.5200384006060013,0.3954155886204169,0.7135919154374473,0.5442230276368811,0.3703285937188669,0.7494258781072962,0.5883628463348888,0.37871691380547956,0.742621089620628,0.5865698155780154,0.39251249892570955,0.7401725645832505,0.5887270678341354,0.3911810802399255
29,0.7128439268601746,0.5523161221844903,0.40177545260581093,0.704176280013121,0.5477794358080247,0.36968038609704656,0.7231806969270922,0.5219724276302835,0.3905872043299903,0.7224439690116173,0.5379932212787317,0.38449854829751123,0.7433776019723323,0.5859438408316223,0.39608882400308154
30,0.7110075776306077,0.5485043149200485,0.3920085333267453,0.7021746359065968,0.5153019793385097,0.38430041348007166,0.7450624789734279,0.5814150864265053,0.38827115255996025,0.735046788183006,0.5590985115902345,0.3912922886052285,0.7372062326183796,0.5657646764700143,0.38840111423078905
31,0.7104586161274867,0.5481566390829314,0.3765073331830005,0.7107978412014537,0.550153582825847,0.37846747214556903,0.7199363517554865,0.5206690920149823,0.392683323206556,0.7167024975048596,0.518307586420546,0.3846160956548964,0.7301242548276327,0.5710177511305223,0.38641074945894427
32,0.7130465586621916,0.5374667117315831,0.390761327201919,0.6948000867836678,0.4737719141026482,0.37934084487078845,0.7337541299950272,0.5495044449310423,0.3968108714332582,0.714177274224347,0.5151935715748818,0.38624091529088367,0.729198655032252,0.55091476833277,0.3816948662738988
33,0.7019321453552704,0.549377083978827,0.38567355593654845,0.7129944231725458,0.55044705098247,0.3773843634905634,0.7262826309418191,0.5156954348748066,0.390239660038178,0.7144648670891968,0.53331642970265,0.3905337617359792,0.7261960982628323,0.5712212905021828,0.3916308893867818
34,0.7029107545108498,0.5468146617712494,0.39002051092234413,0.7127087176263975,0.5566346504521467,0.3872556791397659,0.7311586232434513,0.5808719970571318,0.3870978982369954,0.7000002540284737,0.5096710513916592,0.3916770335228249,0.7355424477183434,0.5846919221765424,0.39051259145657585
35,0.6995231937602904,0.47054624191307065,0.39950765202616606,0.7148239384648981,0.5700659058448369,0.3863560107161897,0.7168313177590647,0.5118901397858082,0.3944529245641638,0.6999064153144087,0.4958870015926256,0.3957368879038183,0.7376139723998055,0.5847363964336735,0.38206113301240885
36,0.7071398571243408,0.5002285566031721,0.39918811008264554,0.6995204247134487,0.5261394765039407,0.3748170695460263,0.7135767900146686,0.5170160346989486,0.39449270433058997,0.6997335433406228,0.490894044827696,0.3967818685079974,0.7467694330290612,0.6390747733824865,0.3995124016391077
37,0.7106011939737241,0.5368246867295458,0.38852310555782077,0.7129680289518883,0.5622048212052637,0.38729433084064935,0.7101759725231291,0.5002210803064463,0.40299284243415634,0.6976407693548591,0.4827228977575982,0.39906709712854505,0.7418980401626694,0.6170255875733839,0.40353296121804133
38,0.6980562009647919,0.5000423507413496,0.38846088746053137,0.6922009946187292,0.4978288713470691,0.3806740299591736,0.714110595704681,0.5041765468029245,0.404513043631697,0.6878553719551684,0.46856290211985346,0.40456328117335044,0.7312740973235204,0.5508590347954622,0.3934176714936992
