,normalflowLeiden NMI0,normalflowLeiden ARI0,normalflowKBET0,normalflowLeiden NMI1,normalflowLeiden ARI1,normalflowKBET1,normalflowLeiden NMI2,normalflowLeiden ARI2,normalflowKBET2,normalflowLeiden NMI3,normalflowLeiden ARI3,normalflowKBET3,normalflowLeiden NMI4,normalflowLeiden ARI4,normalflowKBET4
29,0.700901926296856,0.5744044470207764,0.3888772526456684,0.7033807384237869,0.5386167842431174,0.4045559252636379,0.7041326974964014,0.5613477899112762,0.38578116177925187,0.7343268848309967,0.5611445983039159,0.4297993476453021,0.7437223504950805,0.5875259390144358,0.405823674446578
30,0.7000728508338688,0.5025011804423973,0.3829060935853205,0.6980098255218878,0.5398180962325374,0.403054720632497,0.7094419406003319,0.49229859828225175,0.3900872824632005,0.7293095866505569,0.5802030595165555,0.42077618789246446,0.7417527811121177,0.5621929879030956,0.40115352187326864
31,0.7068538905439415,0.5590001361862521,0.3851135252988339,0.7010157020046072,0.5460779209802838,0.40400159682044895,0.6922073366782052,0.5576522857429581,0.3968456303224113,0.7162862106315458,0.5520025222290388,0.41883858747285607,0.7406352042851657,0.6131788942910178,0.40267698211421027
32,0.7002559039928858,0.5293225662461448,0.3726431141559789,0.6939837607356097,0.4822149216354927,0.4139663725546474,0.7040731178390847,0.4920213472848567,0.4123143969635338,0.7076130369263577,0.5261943864221913,0.40536486414408407,0.7170607438496274,0.5590442590302486,0.38840805356102825
33,0.6975842525652701,0.4902767354452089,0.39095778813218457,0.6957337616105167,0.49074533462849956,0.40494033437319404,0.7034072150491759,0.49518878627051466,0.3924815850932601,0.7090185998392602,0.550878188488368,0.40148228811801745,0.7101576805047974,0.5736623290729266,0.398538770975446
34,0.6951742664575776,0.5319438396038333,0.403401337904944,0.7042050089263404,0.5300291496131181,0.4166888256224779,0.7060006045112383,0.5196558925550294,0.4015687168614164,0.7072248401279597,0.5190584562087643,0.41126343881152067,0.7121399606635044,0.5217981470682342,0.3967404017890511
35,0.6990711982575267,0.5258790744544024,0.3971690085593389,0.6942345001817809,0.5058530398993641,0.41321443252286916,0.7069824405601494,0.48941086300367304,0.3977744225205454,0.7079218669980991,0.5499168872844643,0.41703551800851635,0.6962193530391912,0.5060396322047571,0.40101819176262254
36,0.6976278519522313,0.5564805635709027,0.39602878099067507,0.6975424532227712,0.4896229344470008,0.4199075834933397,0.6975958609052705,0.5016177578777057,0.40542079149441707,0.7074501598221932,0.5111423572007955,0.42118680532239106,0.6996161873173884,0.5025172488194327,0.4020693271217262
37,0.6918269058472166,0.5064463533488822,0.3956824751802323,0.6896958123953492,0.49623802592460375,0.41463030033672954,0.7043489270128898,0.5102671261758911,0.41154609779124757,0.703879380972682,0.5497263788008354,0.4305457835258504,0.7143675187065222,0.5432488058525952,0.4044274880626759
38,0.6973308374848162,0.5620062538092857,0.4046791004636292,0.6942799180264818,0.4918774813837533,0.4314339746824767,0.7012477710084617,0.49677580377000696,0.4089345301314896,0.7040155806768016,0.5429245058516866,0.42032220713119506,0.7072454510998107,0.507900682231254,0.4046296764631136
