,mixofgausLeiden NMI0,mixofgausLeiden ARI0,mixofgausKBET0,mixofgausLeiden NMI1,mixofgausLeiden ARI1,mixofgausKBET1,mixofgausLeiden NMI2,mixofgausLeiden ARI2,mixofgausKBET2,mixofgausLeiden NMI3,mixofgausLeiden ARI3,mixofgausKBET3,mixofgausLeiden NMI4,mixofgausLeiden ARI4,mixofgausKBET4
17,0.7491431237425857,0.5546460495840074,0.38760839549133297,0.7609881374904826,0.5843112387385622,0.35993230193052295,0.7619425182695033,0.6122236590755471,0.4067363029189932,0.7568580425901653,0.6287180108306365,0.38992325566983177,0.7654863358228008,0.6212292935898798,0.3884182577928068
18,0.7524071317342761,0.6043687273361751,0.40078138761656884,0.7568863286535764,0.6582069196148583,0.3947262055282631,0.7577608629827075,0.5768530434093949,0.39421032281368207,0.7556729653782216,0.5876807465624575,0.38768201695286486,0.7532501670205308,0.5546150719485775,0.38959776135879814
19,0.7568450411839752,0.5860403644069377,0.4128749624402363,0.7582757856931724,0.6334603675830383,0.4153575465356445,0.7554546867606164,0.573698685420072,0.40821964118677584,0.7549898734665778,0.6181282558601529,0.3876621411963851,0.7669754019596499,0.6293845525215115,0.387720237684638
20,0.7572461248081387,0.6019297106345133,0.4082188455957961,0.7557619454059841,0.574377867421753,0.4024308323661945,0.7562636500294307,0.5648629250597175,0.40848180481437174,0.7573688829089956,0.5942713859103662,0.39508791529081677,0.7645905177379742,0.6149087717614046,0.3944245511700271
21,0.7547891682288679,0.5567733561641813,0.4057068453785625,0.7628900586596177,0.5960296761063673,0.3969371781555621,0.7580813308243559,0.5888294155855405,0.4148369891165406,0.7544017258605681,0.6168748801914876,0.3898883208487449,0.7557458194168852,0.54923530069391,0.40733695285182564
22,0.751084587462924,0.5535205919902223,0.4155672945738762,0.7622061929953043,0.5977336642021069,0.40010941912505416,0.7574498707773973,0.593650968334635,0.41809175798604814,0.7497562685582339,0.570283138033015,0.39790383654958883,0.765933344178274,0.6245700812681062,0.4077113720689547
23,0.7525045045366251,0.6216219119291846,0.42554470339007483,0.7564897872742591,0.5657497509095583,0.3992299866126405,0.7621020130422435,0.6137884011238108,0.4227666907386925,0.7564460425693607,0.5949690268762059,0.41701319390374686,0.7667894356682479,0.6240835139272929,0.40772064629236593
24,0.7475163778685439,0.551760913523908,0.4167281662968457,0.7591091320063384,0.6023047253027898,0.40591812326823956,0.7600350558465708,0.6058617001903459,0.430417658150387,0.7565427601653618,0.6224848190069576,0.40000336968585676,0.7576575361848729,0.6014953013355715,0.41346060013661545
25,0.7456375869210105,0.567965245941227,0.42578415132152786,0.754172060505174,0.5649028918675393,0.399053329130881,0.7537569484086384,0.5627347942947309,0.4366169941629564,0.7532557070402833,0.5828207099348494,0.40577319823890934,0.763505331770264,0.6122205264723067,0.42174036611132726
26,0.7414634123862082,0.5948619951377327,0.43115860528380745,0.7601967146394543,0.5963929497595895,0.40923168312126085,0.7590636397737347,0.6168588235506378,0.4385000581335419,0.7485219425938966,0.6367646602656087,0.4131148184011825,0.7625769952001468,0.606426578310973,0.4287501471835326
27,0.7421245786272386,0.5740807819671374,0.4224368840433415,0.7474397844888881,0.5749592457619653,0.40689682550978085,0.7533571367529648,0.5608204528431063,0.4462245365861568,0.7559342435744476,0.5782228634942314,0.4239080285501768,0.760038450788725,0.6188665904543478,0.4379364492579167
28,0.736198816348174,0.582829165116546,0.44192485563083855,0.7434676534365143,0.5575028038417996,0.4180648164601871,0.7552617554986655,0.5879313768467272,0.4487298873658475,0.7542054320774636,0.5971277918848964,0.41644094200679627,0.7559239326600489,0.6473755425789781,0.4410427916547136
29,0.7226936263865512,0.5213911818022752,0.43542140502011845,0.7462478395335483,0.576944308028379,0.41753871795117226,0.7522370813126933,0.5669953334448595,0.44409016654755773,0.7516167739319841,0.5822916162980815,0.4236456409876215,0.7561276638568808,0.6052481270461066,0.4303563476903464
30,0.7129765315171435,0.5090621646368406,0.44424720542585316,0.738982146778895,0.5704012887515181,0.41801866481060296,0.7552583107231479,0.5657642552203412,0.4452624434904539,0.7455649325244177,0.6308096497781416,0.4365451736255923,0.7593964203045195,0.6081873686327033,0.434184127254575
31,0.7019295168757171,0.4917477112365645,0.444944109396656,0.7403080994741249,0.5752738804263015,0.41592978651292184,0.7520546142658592,0.5842036790492595,0.4555257352126063,0.7474684323542816,0.5622442267788084,0.4290558350744567,0.7485740318293257,0.5635394723018466,0.44320329587474094
32,0.6961650083043427,0.4760433471997008,0.4300509230180377,0.7356775254537437,0.5454647925059355,0.4245500024425403,0.7556143656786579,0.5916469362170608,0.448100361448887,0.7505097773435725,0.5774677635679862,0.3954210128950439,0.7495096693139645,0.5953419454001089,0.42671462568762025
33,0.7010421642968835,0.48565340487267133,0.4363833328480734,0.7379384297705164,0.574247549786022,0.4287620691115582,0.7534213612035932,0.625398117658319,0.46550639475655187,0.7516646788059497,0.5683444730675241,0.42907123863111174,0.724743833449187,0.5553557236195458,0.43934829420372284
34,0.6958700559045937,0.4647373550265663,0.4374727347731978,0.7408603454898935,0.56580524380216,0.4340525118351293,0.7578298795304708,0.6041992375280375,0.4512792168959943,0.7523210305468077,0.5814630851456813,0.4240863141590517,0.7205949725432703,0.5437706315186345,0.4314302429363343
35,0.6934141806033395,0.46821591854197714,0.4425022573007359,0.7301899305347466,0.6045010400136054,0.42320531019053814,0.7464307649068711,0.5823752369225644,0.45343770252934573,0.74581833458467,0.5615053914741296,0.4295763813194541,0.7230652794685896,0.5794290875845216,0.4297401932370418
36,0.6945363092985031,0.5011747410200448,0.44217198700851673,0.7150834745980333,0.5870444848419989,0.4349789037384658,0.7368746005059539,0.6092206333920415,0.45813114701978586,0.7463745318265476,0.6381085818619029,0.4060802553718767,0.725426443456688,0.5504670428779517,0.4355162081796906
37,0.6989506166261937,0.47581337832549475,0.4394232358107931,0.7073253421911726,0.5188703229532176,0.4353295158395443,0.7256116169809183,0.5669988812899569,0.4555724741419813,0.7438687270104286,0.593297821010143,0.43005834841483015,0.7221734799839779,0.5502367587268266,0.4512846901034532
38,0.6968652056153456,0.46886159369238706,0.4411572254360398,0.7118115797520997,0.5537420436285758,0.43322610277215207,0.7381708754387502,0.6110653292756337,0.44749982368924746,0.742700166855972,0.5640236683065352,0.4333469487485808,0.7110275458386319,0.5587707846777774,0.4393147932863681
