,mixofgausLeiden NMI0,mixofgausLeiden ARI0,mixofgausKBET0,mixofgausLeiden NMI1,mixofgausLeiden ARI1,mixofgausKBET1,mixofgausLeiden NMI2,mixofgausLeiden ARI2,mixofgausKBET2,mixofgausLeiden NMI3,mixofgausLeiden ARI3,mixofgausKBET3,mixofgausLeiden NMI4,mixofgausLeiden ARI4,mixofgausKBET4
0,0.7614880295604107,0.5979242725805582,0.25555916223687286,0.7476934410331539,0.5538430287196514,0.26086407589542704,0.7424442674492172,0.5289737267877803,0.25594108469690924,0.747609824132084,0.5213031250708117,0.2530102689234982,0.758089885014963,0.5745201948669918,0.2709151546506847
1,0.7727686572380548,0.6377035111233003,0.2742953457405475,0.7616469976407878,0.6326656209237045,0.26598596840262695,0.7690636808852868,0.6164431231698886,0.28012482995514854,0.7693878347220918,0.5902476008438258,0.25841347270781617,0.7726021671267668,0.6047118385458028,0.2821460340920939
2,0.7769143560686639,0.6205031109507263,0.29250412142167076,0.7765048033058323,0.6236170906646875,0.2862495732182738,0.7768448196463128,0.6246558844123132,0.2938142291661184,0.7731705356385344,0.6346425442857527,0.2718037055229725,0.7774179083943185,0.6254626959341318,0.29314112354110355
3,0.7777144090714301,0.6471151231289182,0.329363478133433,0.7707811961539752,0.6215841324045975,0.2944503859650276,0.7685811216562188,0.615205162020935,0.3094321628011172,0.7730581442673166,0.6260451442058677,0.2859864025784793,0.7720669700388579,0.6107572160770892,0.304326146605434
4,0.7748899831707821,0.6227314337689223,0.3115227569907942,0.7726124914354333,0.6319558625589191,0.3009429965425192,0.7623784876000481,0.5944424755298189,0.3154806874619216,0.7695557221934494,0.5989215660559712,0.29983142505236904,0.7713662775658608,0.6577041872677307,0.3081012328786999
5,0.7756855333222036,0.6137481884701543,0.3865941808764405,0.7687263695413977,0.6286375815862807,0.31809356633258384,0.7659230436235698,0.616203413826401,0.32225042523207603,0.7755952322251358,0.619994475388436,0.30802736535429653,0.7706372956858234,0.61812026720141,0.3131012350123256
6,0.769690473986453,0.613958872276166,0.33772373136884415,0.7696321898769879,0.6292162152812036,0.31776149717241586,0.7674748834697869,0.5983504950265381,0.3313993785492483,0.7716650020808805,0.6465662973964414,0.32213118095853066,0.7701786438854089,0.6282642329524469,0.3172161073027278
7,0.768607399834384,0.6016304717577733,0.39462810495021106,0.7682013444320454,0.6225768957295454,0.32595316179464545,0.7552555135918975,0.616024728253402,0.33483605402003225,0.7651749846240449,0.6390016044945868,0.3238586855208615,0.7700625574219696,0.6162864826305355,0.3285873848445144
8,0.7637323398815928,0.6117905645710981,0.34875547225392234,0.7647729642758709,0.6215421983362328,0.33672775276238,0.7526490325276113,0.5638091830353955,0.341860401117602,0.7653209826329328,0.5984459105650591,0.3288737588634553,0.7626982433713037,0.6128270202759476,0.3391151866450725
9,0.7671786179442542,0.6248521157531528,0.3577828228726057,0.7689984841732233,0.6262347418894965,0.3486027091561997,0.7646658802179593,0.6066989467123302,0.3526901430066634,0.7605117540268957,0.601386348279421,0.33971392632903247,0.7620021730858937,0.6342915184672152,0.3476097365438752
10,0.7607794546638555,0.6233372818414812,0.3669263470188926,0.7681407873641942,0.6049795392225102,0.34394633079344855,0.7643968282363626,0.6408757599292251,0.3595282075853814,0.7594057190247003,0.6051872515378268,0.3379900755727255,0.76203474209806,0.5678271469108298,0.34588551189187317
11,0.7609411472770402,0.6214130078513982,0.36858901990577214,0.7624581201771423,0.6038869406951268,0.3440489243285598,0.7614035689760283,0.6236338581452515,0.37687236398850865,0.7575375121324648,0.6326601472861276,0.35028070258274513,0.7670944773031118,0.6161300807619922,0.34423192873060526
12,0.754136934314694,0.5614767049121995,0.37237632390159303,0.7663949831255534,0.6071800532719934,0.350464407757206,0.7585636194545666,0.5949237043695972,0.3742776184980601,0.7626518515690397,0.5956556140104665,0.3570889372462107,0.76708337359262,0.6130932709550376,0.3531634389653731
13,0.7610416725967005,0.5774564038445947,0.3843607358316013,0.7651896146397692,0.5961472090578532,0.35826734224188367,0.7562476253831794,0.5835752949909397,0.3730772525611213,0.7597347699696251,0.6072055350112036,0.36145552928533364,0.7670039465222311,0.6133985438156359,0.36141471242688333
14,0.7593773489089981,0.6155856373363303,0.3752114162623161,0.7614763191675018,0.608991684989308,0.3618324453282063,0.756900302665376,0.58245756887001,0.3777745598063527,0.7613012345768266,0.6023005567664161,0.3607801571951834,0.7678214263054681,0.6135078380146607,0.38192461524015636
15,0.7515310213477141,0.6436134647804963,0.3874056198253727,0.763820963664929,0.6136449102575358,0.3639836038356847,0.7623884794752791,0.6365931814447325,0.38615592809924765,0.7629262138633678,0.5966496631903854,0.37335311495634854,0.7625815378450875,0.6122303406065434,0.3813752524878216
16,0.7608055795397349,0.6188634256283672,0.38775214473960434,0.7645999214332627,0.6167118561035243,0.38217086842971115,0.7606354974980375,0.5878696639205364,0.40253506895553376,0.7555311605713869,0.6236944798745786,0.3818279385764456,0.7627289270085459,0.6120723709662524,0.39038235535602306
