Wall time,Step,Value
1690393641.6822338,228,1091.8602294921875
1690393645.260725,457,988.3679809570312
1690393648.7262468,686,966.0087890625
1690393652.3680813,915,951.7492065429688
1690393656.220963,1144,941.3958740234375
1690393659.808394,1373,933.0202026367188
1690393663.3656287,1602,926.1026000976562
1690393666.941645,1831,920.3466796875
1690393670.4753625,2060,915.4656372070312
1690393674.3938782,2289,911.1549682617188
1690393677.9071705,2518,907.67138671875
1690393681.3799052,2747,904.1843872070312
1690393684.8080616,2976,901.2804565429688
1690393688.2826805,3205,898.7897338867188
1690393691.9772298,3434,896.5831909179688
1690393695.4812276,3663,894.5551147460938
1690393698.9712036,3892,892.6509399414062
1690393702.460961,4121,891.1452026367188
1690393705.9512172,4350,889.6002807617188
1690393709.6724756,4579,888.22802734375
1690393713.1821532,4808,887.2130737304688
1690393716.6408517,5037,886.0845336914062
1690393720.2204413,5266,884.9693603515625
1690393723.7512164,5495,884.1356811523438
1690393727.4934957,5724,883.2372436523438
1690393731.009732,5953,882.5030517578125
1690393734.5550427,6182,881.765380859375
1690393738.092023,6411,881.271728515625
1690393741.654594,6640,880.4796752929688
1690393745.4321926,6869,880.0686645507812
1690393748.9666417,7098,879.5313110351562
1690393752.4882638,7327,879.0338134765625
1690393755.9768145,7556,878.6583862304688
1690393759.5287886,7785,878.1565551757812
1690393763.2647116,8014,877.90283203125
1690393766.71935,8243,877.54931640625
1690393770.3046854,8472,877.1333618164062
1690393773.8512876,8701,876.8643188476562
1690393777.5387218,8930,876.7484741210938
1690393781.265895,9159,876.3853149414062
1690393784.9150784,9388,876.0291748046875
1690393788.5759902,9617,875.7823486328125
1690393792.2356608,9846,875.579345703125
1690393795.7547107,10075,875.2526245117188
1690393799.4968398,10304,875.1614990234375
1690393803.0209053,10533,875.2069702148438
1690393806.5537655,10762,875.0125122070312
1690393810.0513206,10991,874.8297119140625
1690393813.5404131,11220,874.4847412109375
1690393817.2787542,11449,874.3433837890625
1690393820.7792346,11678,874.4011840820312
1690393824.2863982,11907,874.10986328125
1690393827.7752483,12136,874.1260986328125
1690393831.2390811,12365,874.1109619140625
1690393834.9094696,12594,873.9269409179688
1690393838.346015,12823,873.8428955078125
1690393841.8046167,13052,873.6713256835938
1690393845.2645395,13281,873.6683959960938
1690393848.7285688,13510,873.5800170898438
1690393852.371816,13739,873.4982299804688
1690393855.838535,13968,873.3314208984375
1690393859.294188,14197,873.480224609375
1690393862.8019826,14426,873.2564697265625
1690393866.3199656,14655,873.1754760742188
1690393870.082529,14884,873.0194702148438
1690393873.5933433,15113,873.05810546875
1690393877.1159124,15342,873.05615234375
1690393880.630941,15571,872.9739379882812
1690393884.2397304,15800,872.8790893554688
1690393888.0132852,16029,873.0552368164062
1690393891.53325,16258,873.0484008789062
1690393895.0619035,16487,872.8872680664062
1690393898.5671213,16716,872.946044921875
1690393902.1275396,16945,872.9275512695312
1690393905.8107088,17174,872.7333984375
1690393909.309039,17403,872.8353881835938
1690393912.8017173,17632,872.8377075195312
1690393916.3401737,17861,872.680908203125
1690393919.8604465,18090,872.6643676757812
1690393923.622904,18319,872.7568359375
1690393927.1422374,18548,872.6641845703125
1690393930.7047338,18777,872.6083984375
1690393934.236178,19006,872.6197509765625
1690393937.7130523,19235,872.7098999023438
1690393941.5359585,19464,872.5921630859375
1690393945.0851352,19693,872.6005859375
1690393948.6577034,19922,872.692626953125
1690393952.1072602,20151,872.6465454101562
1690393955.58914,20380,872.7030029296875
1690393959.2642393,20609,872.5751953125
1690393962.7373743,20838,872.6180419921875
1690393966.2538114,21067,872.611572265625
1690393969.7008548,21296,872.5584106445312
1690393973.1654642,21525,872.7133178710938
1690393976.8145432,21754,872.4989013671875
1690393980.2951066,21983,872.6179809570312
1690393983.7902741,22212,872.6453857421875
1690393987.2780113,22441,872.5637817382812
1690393990.7580235,22670,872.6624755859375
1690393994.5600448,22899,872.6348266601562
1690393998.095343,23128,872.6405029296875
1690394001.6448247,23357,872.6109619140625
1690394005.212598,23586,872.739501953125
1690394008.6883314,23815,872.6238403320312
1690394012.4223056,24044,872.7142333984375
1690394015.8983595,24273,872.811279296875
1690394019.359487,24502,872.7160034179688
1690394022.8102555,24731,872.737548828125
1690394026.2743666,24960,872.6571044921875
1690394030.0126987,25189,872.8297119140625
1690394033.4800127,25418,872.7650756835938
1690394036.9669971,25647,872.8634643554688
1690394040.4393663,25876,872.7456665039062
1690394043.952804,26105,872.8037719726562
1690394047.6165519,26334,872.7523193359375
1690394051.1189013,26563,872.7486572265625
1690394054.6653194,26792,872.9955444335938
1690394058.122256,27021,872.9659423828125
1690394061.5823138,27250,872.9124145507812
1690394065.248961,27479,873.0240478515625
1690394068.7829964,27708,872.9075927734375
1690394072.270873,27937,872.9700317382812
1690394075.8952622,28166,873.0099487304688
1690394079.6019585,28395,873.1170043945312
1690394083.4573216,28624,873.1043701171875
1690394086.9950595,28853,873.0335083007812
