Wall time,Step,Value
1690392949.9562535,235,5.3699140548706055
1690392952.6153042,471,7.469560146331787
1690392955.2923684,707,11.79062557220459
1690392957.9680614,943,15.521133422851562
1690392960.8423808,1179,17.794607162475586
1690392963.4453425,1415,18.495040893554688
1690392966.0651705,1651,18.201152801513672
1690392968.656524,1887,18.363187789916992
1690392971.3102129,2123,18.028873443603516
1690392974.150736,2359,17.784934997558594
1690392976.7867045,2595,17.830707550048828
1690392979.4510243,2831,17.640281677246094
1690392982.1215663,3067,17.50208282470703
1690392984.8124635,3303,17.289491653442383
1690392987.7505248,3539,17.08032989501953
1690392990.5019846,3775,16.912321090698242
1690392993.2222419,4011,16.605634689331055
1690392995.9398067,4247,16.493581771850586
1690392998.6493986,4483,16.281761169433594
1690393001.5130255,4719,16.065006256103516
1690393004.1756384,4955,15.832406044006348
1690393006.8335085,5191,15.574258804321289
1690393009.4620378,5427,15.43762493133545
1690393012.08331,5663,15.256696701049805
1690393014.881816,5899,14.989014625549316
1690393017.4847093,6135,14.83801555633545
1690393020.1134346,6371,14.679939270019531
1690393022.7258155,6607,14.47298526763916
1690393025.415143,6843,14.323339462280273
1690393028.2448251,7079,14.143145561218262
1690393030.9382896,7315,14.040313720703125
1690393033.5966427,7551,13.835450172424316
1690393036.2958739,7787,13.621447563171387
1690393038.9448683,8023,13.61262035369873
1690393041.826023,8259,13.371075630187988
1690393044.50722,8495,13.243651390075684
1690393047.2243512,8731,13.064634323120117
1690393049.9274635,8967,12.959081649780273
1690393052.6369636,9203,12.794539451599121
1690393055.5578864,9439,12.648026466369629
1690393058.2863345,9675,12.555480003356934
1690393061.002599,9911,12.43126392364502
1690393063.7164683,10147,12.297625541687012
1690393066.4318619,10383,12.156326293945312
1690393069.3136773,10619,12.074893951416016
1690393071.981225,10855,11.931071281433105
1690393074.6371734,11091,11.855712890625
1690393077.2747114,11327,11.675965309143066
1690393079.9756982,11563,11.587543487548828
1690393082.8192358,11799,11.474174499511719
1690393085.4628048,12035,11.443778991699219
1690393088.0764298,12271,11.31149673461914
1690393090.7348955,12507,11.20734977722168
1690393093.331677,12743,11.144790649414062
1690393096.18326,12979,11.008535385131836
1690393098.8110359,13215,10.920005798339844
1690393101.4287424,13451,10.819982528686523
1690393104.0373144,13687,10.710997581481934
1690393106.6476426,13923,10.665474891662598
