Wall time,Step,Value
1690393641.6821623,228,1120.308837890625
1690393645.2605886,457,1016.8424072265625
1690393648.7261047,686,994.6697387695312
1690393652.3679757,915,979.2533569335938
1690393656.2208762,1144,967.3262939453125
1690393659.8083072,1373,957.4378051757812
1690393663.3655162,1602,949.36083984375
1690393666.94157,1831,942.5874633789062
1690393670.4752765,2060,936.8754272460938
1690393674.3937907,2289,931.864501953125
1690393677.9070683,2518,927.9083251953125
1690393681.3798044,2747,923.8225708007812
1690393684.807959,2976,920.4771118164062
1690393688.282589,3205,917.6815795898438
1690393691.9771247,3434,915.0343627929688
1690393695.4811254,3663,912.6876831054688
1690393698.9711096,3892,910.3828125
1690393702.460872,4121,908.6463623046875
1690393705.9511235,4350,906.7982177734375
1690393709.6723807,4579,905.0910034179688
1690393713.1820488,4808,903.9330444335938
1690393716.6407444,5037,902.5175170898438
1690393720.2203293,5266,901.162353515625
1690393723.7510443,5495,900.1311645507812
1690393727.4934206,5724,899.052490234375
1690393731.009619,5953,898.0602416992188
1690393734.5549376,6182,897.1786499023438
1690393738.0919495,6411,896.5233154296875
1690393741.6545048,6640,895.4945068359375
1690393745.4321182,6869,894.9619750976562
1690393748.9665241,7098,894.265869140625
1690393752.4881551,7327,893.6070556640625
1690393755.976709,7556,893.055908203125
1690393759.5286572,7785,892.3906860351562
1690393763.2645972,8014,892.033447265625
1690393766.719212,8243,891.511474609375
1690393770.3045063,8472,890.9869384765625
1690393773.851214,8701,890.5799560546875
1690393777.5386121,8930,890.3480224609375
1690393781.2657423,9159,889.834716796875
1690393784.9149568,9388,889.3677978515625
1690393788.57588,9617,888.9763793945312
1690393792.2355602,9846,888.6624145507812
1690393795.7546265,10075,888.2330322265625
1690393799.4967644,10304,888.0416870117188
1690393803.02081,10533,888.0110473632812
1690393806.553694,10762,887.6691284179688
1690393810.0512154,10991,887.4057006835938
1690393813.540328,11220,886.982666015625
1690393817.278669,11449,886.7203369140625
1690393820.7791452,11678,886.7236328125
1690393824.2862766,11907,886.3018188476562
1690393827.7751427,12136,886.2440795898438
1690393831.2389433,12365,886.1419067382812
1690393834.9093597,12594,885.852294921875
1690393838.3459263,12823,885.7211303710938
1690393841.804538,13052,885.4439697265625
1690393845.2644477,13281,885.3654174804688
1690393848.7284958,13510,885.1827392578125
1690393852.3717434,13739,885.0164794921875
1690393855.8384159,13968,884.758056640625
1690393859.2941163,14197,884.8462524414062
1690393862.8018916,14426,884.539306640625
1690393866.3198447,14655,884.3779907226562
1690393870.0824397,14884,884.1439208984375
1690393873.5932367,15113,884.0872802734375
1690393877.1157885,15342,884.0581665039062
1690393880.6307983,15571,883.9418334960938
1690393884.2396028,15800,883.7133178710938
1690393888.0131638,16029,883.8838500976562
1690393891.5330558,16258,883.8043823242188
1690393895.0617626,16487,883.5823364257812
1690393898.5669894,16716,883.5872802734375
1690393902.127421,16945,883.5123901367188
1690393905.8106325,17174,883.2257080078125
1690393909.3089526,17403,883.2965087890625
1690393912.8015747,17632,883.2278442382812
1690393916.340072,17861,883.0328979492188
1690393919.8603156,18090,882.9719848632812
1690393923.6228325,18319,882.99072265625
1690393927.1421387,18548,882.8487548828125
1690393930.7045546,18777,882.705322265625
1690393934.2360768,19006,882.6954956054688
1690393937.712966,19235,882.7068481445312
1690393941.5358045,19464,882.5414428710938
1690393945.0850184,19693,882.4926147460938
1690393948.6576004,19922,882.5407104492188
1690393952.1071556,20151,882.4609375
1690393955.589067,20380,882.4937744140625
1690393959.2641673,20609,882.291259765625
1690393962.7372694,20838,882.2586059570312
1690393966.2536979,21067,882.2199096679688
1690393969.7007477,21296,882.1229858398438
1690393973.1653578,21525,882.2239379882812
1690393976.8144028,21754,881.9781494140625
1690393980.2950008,21983,882.014892578125
1690393983.7900846,22212,882.0482177734375
1690393987.2778568,22441,881.91162109375
1690393990.7578945,22670,881.9627685546875
1690393994.5599341,22899,881.91748046875
1690393998.0952682,23128,881.8707885742188
1690394001.6446843,23357,881.7431030273438
1690394005.2125044,23586,881.8554077148438
1690394008.6882124,23815,881.7073974609375
1690394012.4221854,24044,881.7313842773438
1690394015.898187,24273,881.8014526367188
1690394019.3593948,24502,881.6945190429688
1690394022.810178,24731,881.6429443359375
1690394026.2742643,24960,881.5540161132812
1690394030.0126095,25189,881.7159423828125
1690394033.4799123,25418,881.5877685546875
1690394036.966854,25647,881.6324462890625
1690394040.4392645,25876,881.4573974609375
1690394043.9526803,26105,881.524169921875
1690394047.6164637,26334,881.4140625
1690394051.1187947,26563,881.33203125
1690394054.6652298,26792,881.6000366210938
1690394058.1220956,27021,881.51611328125
1690394061.5821993,27250,881.4052734375
1690394065.2488897,27479,881.52294921875
1690394068.7829232,27708,881.365478515625
1690394072.2707636,27937,881.3953247070312
1690394075.8951893,28166,881.3961181640625
1690394079.6018467,28395,881.4799194335938
1690394083.4571898,28624,881.446533203125
1690394086.9949372,28853,881.2798461914062
1690394090.5485182,29082,881.4652099609375
1690394094.0924706,29311,881.43994140625
1690394097.6417341,29540,881.4539184570312
